,CPI,Unemployment,GDP,Interest_Rate
PFE,-0.030784800624297892,1.6353496599584154,-0.00017256806126786373,0.4586321647066809
PG,0.09166980521607673,1.2196940827776726,-0.00018155772100736378,0.5307115126800703
PHI,0.39463163963331555,17.103557563740473,-0.0017708044721445049,6.135766198521582
PNC,-0.12313091165431728,0.6087764684453696,1.885866515927148e-05,-0.0814652984843712
PNR,-0.3129973502736136,1.3256611874672886,0.0009107565150066055,0.6056922503381562
PNW,-0.1502511343403546,-0.35671955156170404,0.00018136008311114837,-0.38103393944044595
R,-0.02865891251298028,4.2052221931371045,3.2985784527816975e-05,1.699052894822719
RGR,-0.05341844144607846,4.291839591089207,-7.968139286607112e-05,1.683804534595198
RTX,0.07730686095931884,2.6328314683142837,-0.0003989193096134436,0.8369440664113369
RVTY,-0.39555542092958085,4.5919597040205975,0.00019296379167776934,1.0173971094626906
SCL,0.029556981774157016,0.38770611457603343,-8.904767688133752e-05,0.16065698305359336
SKY,-0.18844562219741912,3.822020108318157,0.0004419536466016005,1.669450699700216
SNA,-0.12242184952572013,2.1013618088994668,0.00020195283109547546,0.8052146980871382
SONY,0.034595657791253995,-1.316034970616994,6.562739721860389e-05,-0.4951430155424809
SPB,0.1469669503345048,11.119453906330126,-0.0005480877824854957,4.600392443468463
SPGI,-0.07531874327932725,0.08684096368183476,0.00020815987726495455,0.003052954411566904
SR,-0.0001411676852849624,0.7735563035054496,-5.475307622293535e-05,0.25548843932724635
STC,0.1563329211040273,4.324740730475918,-0.0007775921221977455,1.387402519725306
SWX,-0.029756587299536667,-0.9211453155018731,0.000140659477562588,-0.3395211753971331
SXI,0.07634748541741415,1.1054595269751109,-0.0002177847759117224,0.436894922307805
SYY,0.06368221753925524,-0.5349932576353126,-0.00028319550839961405,-0.37434575692080246
TAP,-0.082208296394522,-5.3698148696155075,0.0002714753935988412,-2.3004124286995515
TGT,-0.2243094642975037,2.7977587070604533,0.0004755569242855806,1.0696212567669514
TKR,0.02092818413759787,-0.6646183108768696,9.4354902841709e-05,-0.17720411955733534
TNC,0.02202880492295207,1.3629780245168928,-0.000302504631197964,0.29696322233635786
TPC,-0.45653811208488376,10.786541985994502,0.0008646377794256921,4.325567049385138
TRN,-0.04058431665226792,6.131857312645816,-0.00016644625133022117,2.289618815211696
TRV,-0.10524419667200603,0.13963528545266932,1.476710732836728e-05,-0.2048593477735617
TXNM,-0.26746413963357385,-1.3146031466665884,0.0005164964058557153,-0.7478822404922795
TXT,0.0832299296295221,1.831005007944749,-0.00017253872947176063,0.7128070583838284
UGI,0.04539726467262112,0.8642996470795968,-0.00016591533860610408,0.3095360808199627
UIS,0.23773338112635534,6.959557325459675,-0.000798952155157906,2.7178966769779573
UNP,0.01841551547018794,1.1613319061724043,-0.00012420801118917524,0.4364155661909999
USB,0.08681482874894068,2.1651171905288824,-0.00035071727357882665,0.7322629023035033
UVV,-0.07519389650033444,-0.32771153450269297,4.0707796388983475e-05,-0.28389655625231297
VMC,-0.12494470013553999,1.7308612002035721,0.00014850363951857126,0.5335569441701291
VMI,0.20389569577563232,-1.3293016712973538,-0.0004697044780146431,-0.5793475774040793
WFC,0.06450925201623778,-0.3373372669699388,-0.0002743705888627046,-0.30951772909690406
WGO,-0.05833305027904959,8.985653003327727,-6.262327735662154e-05,3.724803367635926
WHR,-0.10643418457990857,6.940004976573681,6.505124421440911e-05,2.8084034629817767
WLY,-0.13688459610452727,-1.5821874171736496,0.0003510834047562028,-0.6979321233223654
WMT,-0.027643907853769103,1.761310923119981,5.2222870039475566e-05,0.7323978020338052
WRB,-0.228281108403164,-2.4918815633536884,0.0003428185121148175,-1.2882816122792575
WY,0.04410013070978256,3.5052480812948805,-0.0001816371802312311,1.3884519050664927
XOM,-0.09135753788809328,0.08078363216050945,0.00017772980955922668,-0.08382197966771814
